,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,0,-1.5285658388717849,1.9418610260909572,-1.5348011776547876,1.985543359912636,-0.9660976927535084,-1.5200759904620893,-3.6583994606203363,2.341818255478701,2.341818255478701,2.3837862356444246,2.4741122125711845,-0.5247672784730135,3.6681964942036034,-0.10628125467033167,2.069199012509867,-1.2767383844891491,-0.8508005194146921,0.1621443361717189,-13.999744988649304,-1.0102314653789486,-4.033358901450821,1.252187502469035,0.8110142123733973,-0.5966192824967028,-0.49362668879493043,-1.1321135972785192,-0.27889936721707476,0.502359940042602,-0.24066362091628155,-0.6529519447502374
1,0,-1.0624064502743154,0.6123303566209067,0.5184192789849192,0.050666813531672045,0.2944291379879954,0.38189293353793186,-1.8262634821669828,-3.7230259373220376,-3.7230259373220376,1.0767705526227056,-6.650210091395501,-1.773885461510811,0.12065873254765638,-1.4742010231205995,-1.0500718134992448,-0.936039121704982,-0.3103482494973203,3.7018020415452355,-0.3139533774339768,-1.3490673152273214,0.9901776094244645,0.3383950160103433,-1.2692085304167025,0.23799895298874982,-1.286323318341068,-0.5199569366493632,0.2743332819617269,-0.6174945052689881,-1.9354628251817076,0.36832973722853757
2,1,0.2509731402811126,-4.784817927532286,-0.08018779735225043,-0.544299454915279,3.6789632281144837,-4.869788068075514,2.7659776043383903,-1.3944080817831,-1.3944080817831,-1.8876154703313364,-5.33674642533035,0.28085774375173345,1.9545641774961076,-2.023307044259603,-1.095660866156541,1.2976809530302147,1.8387184557975649,-0.03627512247055806,8.143154198059044,-0.21809943389183076,-9.884910910182425,-0.7126888140477394,-0.9090813092461992,-1.1584574848528097,0.24163657823729154,-2.3419545524291796,1.7586492228610204,0.012551543084421746,-2.2110535931364077,0.1370132152352304
3,1,-0.02343004733380244,0.9869173375878736,5.50979298524772,3.357935427401675,-0.6493458351745639,1.8614036008454895,-0.18683357332329628,-2.2557272959773735,-2.2557272959773735,3.019146033381937,3.5459847526782724,1.3802195258620402,1.999633313017521,0.9722800332447443,-4.155813408366296,0.27407122822539004,1.2070510300575714,-2.9143187568853226,-1.0523310681605735,-0.6170605528588653,1.1556385206446378,0.3590414164764588,-1.3392098233193686,0.48069714877025094,-0.8397789614299916,-2.613328224583045,0.5428366550939959,0.3179444121533209,-4.053712432207961,0.42070622258083534
4,0,0.18861753189612163,1.1280306776959936,1.659014887091751,-0.30399300450026046,-1.300325446573313,0.4562534361287248,-1.535593199398281,0.5792888543881393,0.5792888543881393,1.1521753880950147,3.235368064290999,2.17284709681022,-1.9954402012868213,-0.9837858305859345,-1.0074893778709555,0.4489613910437551,0.35733103163025215,-0.4149171528145287,1.1695755774982912,-0.9145544676657086,8.595660303914917,0.09270931926267557,-1.5639978982148968,1.8642357033091506,1.2895041893983914,1.3429532833852318,-0.8036549342356037,-1.1526777568788829,3.8222832950165766,1.2796010404134628
5,0,0.6432909845030709,0.47603857417189555,-0.4110841379109893,-0.6966745407832309,0.511709026404436,-11.698595286016914,-2.2843303937092,0.9281906428505539,0.9281906428505539,-1.8276861403583493,-0.9389711156992043,2.2576969729054857,1.630917947387619,-1.1739489643201966,-2.545286871997783,1.3224198549930084,-0.6346253908568721,1.6342719921014215,1.205575904125134,0.41078893440620234,-0.6424251118701695,-1.0813516062884305,1.6439091086647462,1.7575466272163944,-1.3108315399652124,-0.4284945521586899,-2.7241503880035727,-1.2063118789687524,1.1062807411562567,0.3999121608019791
6,0,0.47766650531002885,1.270051922971338,2.9649866463639674,-0.22861939742528667,-3.732569330823438,-0.6010162271223319,-2.49046644776567,-1.0124151618002264,-1.0124151618002264,2.4089981973351793,-7.01442697613909,1.1150968741679606,1.8831430390851343,-0.31986692522760407,-0.6951538399068956,0.5687276096270752,1.920705541650532,4.289647354188173,-9.889863511735443,-0.9497400105216179,-0.12978340591773602,-1.422034539198006,2.075413641580601,-0.8101531353148755,0.5090216982980257,-1.7857823578496692,0.41332965230716545,-1.008331129631114,-1.7507338919336632,0.2751318082591488
7,0,0.0847539900819163,1.4338064792393461,1.8882773890496893,0.9959493516970147,0.6849605652354834,1.9987910398466926,0.4156033090517418,3.3863689028441386,3.3863689028441386,-1.0773671727500367,-4.598601187789501,1.2672276215215248,-0.6796845975313356,-0.41485964574258183,-1.8200218161154171,1.4228932420277436,-0.9466473099088383,-0.13194404389956102,-3.3065495235121305,1.1599955286701362,-0.34974076950318944,-0.6564904675477113,-3.8849453931381874,-1.1575167320197133,-0.9504730162945537,-6.108785624420625,-1.3904697827275676,-0.9865224818818791,-2.8684696905048415,1.3429488017121702
8,2,0.2770063526667959,-0.5953153012784659,3.868689902169071,2.916395048171576,-0.9939259260161607,1.1113641807386105,0.695638252381274,-0.8292819536696162,-0.8292819536696162,1.9572701931017888,3.9478598820340745,-0.6265310265229447,0.19455897923204515,-0.7641848209013373,-0.5766161131481605,0.8629739047568221,1.1745371177127968,-3.3063613803712206,2.5121527156416743,-0.5498835138318964,6.843444707102383,1.838378230041026,-3.6791881151385404,-2.1212642198817755,-0.4770631179388415,-0.1272520667722172,-2.3918444116116855,0.4781979026778971,3.270174039370582,-1.9431332199213451
9,1,-1.3720337240428568,-5.050067408274409,-1.2773972323510248,2.7940023200612116,5.134053072323185,-4.2938568762981895,1.1733586129151372,-1.2582501786719638,-1.2582501786719638,2.5929880970742665,0.3226627770834775,-1.0192945430415659,1.458048925582084,-0.13246927755245166,1.4562452980513556,-0.806956792328201,0.0555144039827961,-0.07304162656249932,-1.143293778072005,-1.2503498834641396,-12.616934930337397,0.9254452508244048,-0.5966828833404275,0.06219956871302097,-1.2594528175387396,-2.619223496514055,0.17505247103738256,-0.4732534035196325,-1.1362274701019754,0.3076375458973633
